config,chunk_id,doc_filename,section_heading,tokens_raw,tokens_enriched,Domain,Entity,Authority,Section
de_section,db03-dc_salvage-operations-manual.md#chunk_007,db03-dc_salvage-operations-manual.md,## §5 — Factional Salvage Policies,206,254,15.0,16.0,,15.0
de_section,db03-dc_salvage-operations-manual.md#chunk_008,db03-dc_salvage-operations-manual.md,## §6 — Risk Assessment Matrix,150,198,15.0,16.0,,15.0
de_section,db03-dc_sanctuary-establishment-record.md#chunk_001,db03-dc_sanctuary-establishment-record.md,## Observation Context,80,124,15.0,16.0,,11.0
de_section,db03-dc_sanctuary-establishment-record.md#chunk_002,db03-dc_sanctuary-establishment-record.md,## §1 — The Grith-Hold Charter (Year 340 PG),647,699,15.0,16.0,,19.0
de_section,db03-dc_sanctuary-establishment-record.md#chunk_003,db03-dc_sanctuary-establishment-record.md,## §3 — Void-Marked Sanctuary Rights,234,282,15.0,16.0,,15.0
de_section,db03-dc_sanctuary-establishment-record.md#chunk_004,db03-dc_sanctuary-establishment-record.md,## §4 — Echo-Cant Communication Protocols,280,328,15.0,16.0,,15.0
de_section,db03-dc_sanctuary-establishment-record.md#chunk_005,db03-dc_sanctuary-establishment-record.md,## §5 — Iron-Bane Conflict Record,443,491,15.0,16.0,,15.0
de_section,db03-dc_sanctuary-establishment.md#chunk_001,db03-dc_sanctuary-establishment.md,## Observation Summary,516,560,15.0,16.0,,11.0
de_section,db03-dc_sanctuary-establishment.md#chunk_002,db03-dc_sanctuary-establishment.md,## Quantified Observations,241,286,15.0,16.0,,11.0
de_section,db03-dc_sanctuary-establishment.md#chunk_003,db03-dc_sanctuary-establishment.md,## Operational Context,252,296,15.0,16.0,,11.0
de_section,db03-dc_waystation-cache-inventory.md#chunk_001,db03-dc_waystation-cache-inventory.md,# Waystation Cache Inventory Audit — Stonebridge Tier 2 Year 783 PG,438,496,15.0,19.0,,23.0
de_section,standalone_aether-weave-os.md#chunk_001,standalone_aether-weave-os.md,# ⚙️ Technical Specification: Aether-Weave OS — Core Architecture & Futhark API,162,223,18.0,19.0,,23.0
de_section,standalone_aether-weave-os.md#chunk_002,standalone_aether-weave-os.md,### 1.2 Core Design Principles,263,315,18.0,19.0,,14.0
de_section,standalone_aether-weave-os.md#chunk_003,standalone_aether-weave-os.md,### 2.1 API Structure and Syntax,347,400,18.0,19.0,,15.0
de_section,standalone_aether-weave-os.md#chunk_004,standalone_aether-weave-os.md,### 2.2 Representative Subroutine Examples,655,707,18.0,19.0,,14.0
de_section,standalone_aether-weave-os.md#chunk_005,standalone_aether-weave-os.md,### 3.2 Coordination Primitives,228,279,18.0,19.0,,13.0
de_section,standalone_aether-weave-os.md#chunk_006,standalone_aether-weave-os.md,### 4.1 Nominal Operation Examples,590,642,18.0,19.0,,14.0
de_section,standalone_aether-weave-os.md#chunk_007,standalone_aether-weave-os.md,### 7.3 Dvergr Rejection Rationale,159,211,18.0,19.0,,14.0
de_section,standalone_combine-reckoning.md#chunk_001,standalone_combine-reckoning.md,# 🌾 Combine Reckoning: Agricultural Timekeeping and Seasonal Coordination,23,76,18.0,15.0,,19.0
de_section,standalone_combine-reckoning.md#chunk_002,standalone_combine-reckoning.md,## 1. Introduction and scope,249,297,18.0,15.0,,14.0
de_section,standalone_combine-reckoning.md#chunk_003,standalone_combine-reckoning.md,### The thirteen seasonal designations,907,955,18.0,15.0,,14.0
de_section,standalone_combine-reckoning.md#chunk_004,standalone_combine-reckoning.md,### Geographic climate zones and agricultural constraints,547,598,18.0,15.0,,16.0
de_section,standalone_combine-reckoning.md#chunk_005,standalone_combine-reckoning.md,### Key patterns and cultural characteristics,140,189,18.0,15.0,,15.0
de_section,standalone_dagaz-concordance.md#chunk_001,standalone_dagaz-concordance.md,### How to use this entry,843,890,18.0,13.0,,15.0
de_section,standalone_daily-life-midgard.md#chunk_001,standalone_daily-life-midgard.md,# 🏘️ Daily Life in the Midgard Combine: A Diagnostic Study of Post-Glitch Subsistence Culture,32,102,19.0,23.0,,27.0
de_section,standalone_daily-life-midgard.md#chunk_002,standalone_daily-life-midgard.md,## 1. Introduction: The Diagnostic Frame,150,209,19.0,23.0,,15.0
de_section,standalone_daily-life-midgard.md#chunk_003,standalone_daily-life-midgard.md,### 2.1 Agricultural foundation and labor cycles,128,188,19.0,23.0,,16.0
de_section,standalone_daily-life-midgard.md#chunk_004,standalone_daily-life-midgard.md,### 2.2 Seasonal labor allocation,521,578,19.0,23.0,,14.0
de_section,standalone_daily-life-midgard.md#chunk_005,standalone_daily-life-midgard.md,"### 3.1 The ""Rope-Weave"" kinship system",209,267,19.0,23.0,,15.0
de_section,standalone_daily-life-midgard.md#chunk_006,standalone_daily-life-midgard.md,### 3.2 Work-groups and trust structures,386,444,19.0,23.0,,15.0
de_section,standalone_daily-life-midgard.md#chunk_007,standalone_daily-life-midgard.md,### 5.1 Dominant belief systems in Midgard,273,332,19.0,23.0,,16.0
de_section,standalone_daily-life-midgard.md#chunk_008,standalone_daily-life-midgard.md,### 5.2 Ritual calendar and ceremonial life,825,885,19.0,23.0,,16.0
de_section,standalone_daily-life-midgard.md#chunk_009,standalone_daily-life-midgard.md,### 8.1 Structural fragilities,223,279,19.0,23.0,,13.0
de_section,standalone_daily-life-midgard.md#chunk_010,standalone_daily-life-midgard.md,## 9. Conclusion: Daily Life as Adaptive Success,139,200,19.0,23.0,,18.0
de_section,standalone_fimbul-cant.md#chunk_001,standalone_fimbul-cant.md,# 🗣️ Fimbul-Cant: The Language of Ice-Debt and Survival,63,115,16.0,15.0,,19.0
de_section,standalone_fimbul-cant.md#chunk_002,standalone_fimbul-cant.md,## 1. Identification and context,280,327,16.0,15.0,,14.0
de_section,standalone_fimbul-cant.md#chunk_003,standalone_fimbul-cant.md,### 2.1 Etymological foundations,179,224,16.0,15.0,,13.0
de_section,standalone_fimbul-cant.md#chunk_004,standalone_fimbul-cant.md,### 2.2 Core vocabulary domains,579,626,16.0,15.0,,14.0
de_section,standalone_fimbul-cant.md#chunk_005,standalone_fimbul-cant.md,### 2.3 Psychological embedding mechanisms,244,291,16.0,15.0,,14.0
de_section,standalone_fimbul-cant.md#chunk_006,standalone_fimbul-cant.md,### 3.1 Field Card — Forsaken communication protocols,482,533,16.0,15.0,,18.0
de_section,standalone_fimbul-cant.md#chunk_007,standalone_fimbul-cant.md,### 4.1 Common misunderstandings (outsider errors),243,291,16.0,15.0,,15.0
de_section,standalone_fimbul-cant.md#chunk_008,standalone_fimbul-cant.md,### 4.2 Psychological diagnostic applications,197,244,16.0,15.0,,14.0
de_section,standalone_fimbul-cant.md#chunk_009,standalone_fimbul-cant.md,### 5.1 Jötun-Reader engagement doctrine,276,323,16.0,15.0,,14.0
de_section,standalone_fimbul-cant.md#chunk_010,standalone_fimbul-cant.md,### 5.2 Rangers Guild operational stance,154,202,16.0,15.0,,15.0
de_section,standalone_fimbul-cant.md#chunk_011,standalone_fimbul-cant.md,### 5.3 Dvergr Guild assessment,180,227,16.0,15.0,,14.0
de_section,standalone_fimbul-cant.md#chunk_012,standalone_fimbul-cant.md,### 6.1 Linguistic foundations,135,180,16.0,15.0,,13.0
de_section,standalone_fimbul-cant.md#chunk_013,standalone_fimbul-cant.md,### 6.2 Cultural and geographic context,152,200,16.0,15.0,,15.0
de_section,standalone_fimbul-cant.md#chunk_014,standalone_fimbul-cant.md,### 7.1 Jötun-Readers — The Archive of Suffering,525,575,16.0,15.0,,18.0
de_section,standalone_fimbul-cant.md#chunk_015,standalone_fimbul-cant.md,"### 7.2 Forsaken — Our Words, Our Survival",605,656,16.0,15.0,,18.0
de_section,standalone_fimbul-cant.md#chunk_016,standalone_fimbul-cant.md,### 7.3 Rangers Guild — Professional Competence Requirement,422,473,16.0,15.0,,18.0
de_section,standalone_fimbul-cant.md#chunk_017,standalone_fimbul-cant.md,### 7.4 Dvergr Clans — Functional Efficiency Assessment,430,481,16.0,15.0,,18.0
de_section,standalone_fimbul-cant.md#chunk_018,standalone_fimbul-cant.md,### 7.5 Iron-Banes — The Slave-Tongue,474,522,16.0,15.0,,15.0
de_section,standalone_fimbul-cant.md#chunk_019,standalone_fimbul-cant.md,### 7.6 Hearth-Clans — The Border Echo,473,522,16.0,15.0,,16.0
de_section,standalone_fimbul-cant.md#chunk_020,standalone_fimbul-cant.md,### 7.7 God-Sleepers — The Language of Trial,500,551,16.0,15.0,,18.0
de_section,standalone_fimbul-cant.md#chunk_021,standalone_fimbul-cant.md,## 8. Reviewer's Note,724,769,16.0,15.0,,13.0
de_section,standalone_gebo-concordance.md#chunk_001,standalone_gebo-concordance.md,## How to use this entry,670,717,18.0,13.0,,15.0
de_section,standalone_nine-tiers-architecture.md#chunk_001,standalone_nine-tiers-architecture.md,# ⚙️ The Nine Tiers Architecture: Hierarchical Design of the Yggdrasil Network,42,104,18.0,19.0,,23.0
de_section,standalone_nine-tiers-architecture.md#chunk_002,standalone_nine-tiers-architecture.md,## Abstract,478,526,18.0,19.0,,10.0
de_section,standalone_nine-tiers-architecture.md#chunk_003,standalone_nine-tiers-architecture.md,### 1.1 Functional Stratification,247,297,18.0,19.0,,13.0
de_section,standalone_nine-tiers-architecture.md#chunk_004,standalone_nine-tiers-architecture.md,### 1.2 Hierarchical Control: ODIN Integration Density,249,304,18.0,19.0,,16.0
de_section,standalone_nine-tiers-architecture.md#chunk_005,standalone_nine-tiers-architecture.md,### 1.3 Aetheric Field Density Correlation,165,218,18.0,19.0,,15.0
de_section,standalone_nine-tiers-architecture.md#chunk_006,standalone_nine-tiers-architecture.md,### Tier 0: Governance Core,183,235,18.0,19.0,,14.0
de_section,standalone_nine-tiers-architecture.md#chunk_007,standalone_nine-tiers-architecture.md,### Tier 1: Research and Development,911,964,18.0,19.0,,15.0
de_section,standalone_nine-tiers-architecture.md#chunk_008,standalone_nine-tiers-architecture.md,### Secondary Sources (Layer 2: Diagnostic Analysis),28,83,18.0,19.0,,16.0
de_section,standalone_nine-tiers-architecture.md#chunk_009,standalone_nine-tiers-architecture.md,## VIII. Cross-References,133,183,18.0,19.0,,11.0
de_section,standalone_nine-tiers-architecture.md#chunk_010,standalone_nine-tiers-architecture.md,## IX. Change Log,228,279,18.0,19.0,,13.0
de_section,standalone_runic-interface.md#chunk_001,standalone_runic-interface.md,# Runic Interface (Physical Command Layer),62,106,16.0,11.0,,15.0
de_section,standalone_runic-interface.md#chunk_002,standalone_runic-interface.md,## 1.0 Abstract,128,169,16.0,11.0,,11.0
de_section,standalone_runic-interface.md#chunk_003,standalone_runic-interface.md,### 2.1 Functional Architecture,399,440,16.0,11.0,,13.0
de_section,standalone_runic-interface.md#chunk_004,standalone_runic-interface.md,### 3.1 The Intent Signature,189,232,16.0,11.0,,14.0
de_section,standalone_runic-interface.md#chunk_005,standalone_runic-interface.md,### 3.2 Line-of-Sight Requirements,136,178,16.0,11.0,,13.0
de_section,standalone_runic-interface.md#chunk_006,standalone_runic-interface.md,### 4.1 Material Requirements,145,187,16.0,11.0,,13.0
de_section,standalone_runic-interface.md#chunk_007,standalone_runic-interface.md,### 4.2 Inscription Persistence,128,170,16.0,11.0,,13.0
de_section,standalone_runic-interface.md#chunk_008,standalone_runic-interface.md,### 5.1 Authorization Hierarchies,382,423,16.0,11.0,,13.0
de_section,standalone_runic-interface.md#chunk_009,standalone_runic-interface.md,### 6.2 Modern Runic Invocation Risks,249,293,16.0,11.0,,15.0
de_section,standalone_runic-interface.md#chunk_010,standalone_runic-interface.md,### 6.4 Jötun-Reader Firewall Strategy,514,557,16.0,11.0,,14.0
de_section,standalone_runic-interface.md#chunk_011,standalone_runic-interface.md,## 10.0 Conclusion,247,287,16.0,11.0,,11.0
de_relationships,000-codex_echo-cant.md#chunk_001,000-codex_echo-cant.md,# Echo-Cant,32,57,18.0,6.0,,
de_relationships,000-codex_echo-cant.md#chunk_002,000-codex_echo-cant.md,### 1. Identification and context,169,193,18.0,6.0,,
de_relationships,000-codex_echo-cant.md#chunk_003,000-codex_echo-cant.md,### 2. Mechanism of action (Layer 2 diagnostic),371,396,18.0,6.0,,
de_relationships,000-codex_echo-cant.md#chunk_004,000-codex_echo-cant.md,### 3. Field Card — Echo-dense chamber protocols,591,616,18.0,6.0,,
de_relationships,000-codex_echo-cant.md#chunk_005,000-codex_echo-cant.md,### 4. Interactions and failure surfaces,315,340,18.0,6.0,,
de_relationships,000-codex_echo-cant.md#chunk_006,000-codex_echo-cant.md,### 5. Doctrine and operational posture,392,417,18.0,6.0,,
de_relationships,000-codex_echo-cant.md#chunk_007,000-codex_echo-cant.md,### 7. Factional perspectives,444,469,18.0,6.0,,
de_relationships,000-codex_harrow-sick.md#chunk_001,000-codex_harrow-sick.md,# Harrow-Sick (Post-Glitch Degenerative Condition),32,61,18.0,10.0,,
de_relationships,000-codex_harrow-sick.md#chunk_002,000-codex_harrow-sick.md,### 1. Identification and context,175,204,18.0,10.0,,
de_relationships,000-codex_harrow-sick.md#chunk_003,000-codex_harrow-sick.md,### 2. Symptomology and progression,399,427,18.0,10.0,,
de_relationships,000-codex_harrow-sick.md#chunk_004,000-codex_harrow-sick.md,### 3. Proposed etiologies,287,315,18.0,10.0,,
de_relationships,000-codex_harrow-sick.md#chunk_005,000-codex_harrow-sick.md,### 4. Relationship to Void-Marked condition,157,185,18.0,10.0,,
de_relationships,000-codex_harrow-sick.md#chunk_006,000-codex_harrow-sick.md,### 5. Treatment and management,193,222,18.0,10.0,,
de_relationships,000-codex_harrow-sick.md#chunk_007,000-codex_harrow-sick.md,### 6. Field Card — Harrow-Sick identification protocol,144,172,18.0,10.0,,
de_relationships,000-codex_harrow-sick.md#chunk_008,000-codex_harrow-sick.md,### 7. Factional perspectives,505,534,18.0,10.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_001,000-codex_hela-caste-custodian.md,# 💀 Hela-Caste Custodian Program (Huscarl-Class Bio-Augments),40,71,18.0,13.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_002,000-codex_hela-caste-custodian.md,## Abstract,365,396,18.0,13.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_003,000-codex_hela-caste-custodian.md,### 1.1 Operational Mandate,178,209,18.0,13.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_004,000-codex_hela-caste-custodian.md,### 2.1 Subject Procurement,185,217,18.0,13.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_005,000-codex_hela-caste-custodian.md,"### 2.2 The ""Iron Heart"": Geothermal Micro-Core Implantation",184,215,18.0,13.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_006,000-codex_hela-caste-custodian.md,"### 2.3 The Thermoregulatory Vent: ""Smoke Stack""",154,185,18.0,13.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_007,000-codex_hela-caste-custodian.md,### 2.4 Systemic Cybernetic Integration,288,319,18.0,13.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_008,000-codex_hela-caste-custodian.md,### 3.2 Haugbui-Class Undying: The Mound-Dwellers,239,270,18.0,13.0,,
de_relationships,000-codex_hela-caste-custodian.md#chunk_009,000-codex_hela-caste-custodian.md,### 3.3 Draugr-Class Undying: The Again-Walkers,656,687,18.0,13.0,,
de_relationships,000-codex_lure-lichen.md#chunk_001,000-codex_lure-lichen.md,# 🌿 Lure-Lichen (Lichen-Sirena Pattern),321,351,19.0,10.0,,
de_relationships,000-codex_lure-lichen.md#chunk_002,000-codex_lure-lichen.md,### 2.1 Pre-Glitch Function,150,180,19.0,10.0,,
de_relationships,000-codex_lure-lichen.md#chunk_003,000-codex_lure-lichen.md,### 2.2 The Glitch Transformation,306,336,19.0,10.0,,
de_relationships,000-codex_lure-lichen.md#chunk_004,000-codex_lure-lichen.md,### 3.2 Acoustic Mimicry Mechanism,252,282,19.0,10.0,,
de_relationships,000-codex_lure-lichen.md#chunk_005,000-codex_lure-lichen.md,### 4.1 Primary Range: True Deep (500-2000m depth),131,161,19.0,10.0,,
de_relationships,000-codex_lure-lichen.md#chunk_006,000-codex_lure-lichen.md,### 4.2 Regional Distribution,148,178,19.0,10.0,,
de_relationships,000-codex_lure-lichen.md#chunk_007,000-codex_lure-lichen.md,### 5.1 The Unwitting Lure: Commensal Exploitation Dynamics,192,222,19.0,10.0,,
de_relationships,000-codex_lure-lichen.md#chunk_008,000-codex_lure-lichen.md,### 6.1 Threat Assessment by Context,149,179,19.0,10.0,,
de_relationships,000-codex_lure-lichen.md#chunk_009,000-codex_lure-lichen.md,### 6.2 Field Card — Lure-Lichen Encounter Protocols,871,900,19.0,10.0,,
de_relationships,000-codex_mycelian-weaver.md#chunk_001,000-codex_mycelian-weaver.md,# 🍄 Mycelian Weaver (Nidhogg-Class Myco-Reclamator),383,414,19.0,11.0,,
de_relationships,000-codex_mycelian-weaver.md#chunk_002,000-codex_mycelian-weaver.md,### 2.2 Original Design Philosophy,347,378,19.0,11.0,,
de_relationships,000-codex_mycelian-weaver.md#chunk_003,000-codex_mycelian-weaver.md,### 3.4 The Root-Mind: Singular Consciousness,146,178,19.0,11.0,,
de_relationships,000-codex_mycelian-weaver.md#chunk_004,000-codex_mycelian-weaver.md,### 4.1 Physical Morphology,165,196,19.0,11.0,,
de_relationships,000-codex_mycelian-weaver.md#chunk_005,000-codex_mycelian-weaver.md,### 4.2 Psionic Capabilities and Hazards,880,911,19.0,11.0,,
de_relationships,000-codex_mycelian-weaver.md#chunk_006,000-codex_mycelian-weaver.md,### 7.1 Jötun-Reader Research and Containment,140,171,19.0,11.0,,
de_relationships,000-codex_mycelian-weaver.md#chunk_007,000-codex_mycelian-weaver.md,### 7.3 Operational Doctrines,279,310,19.0,11.0,,
de_relationships,000-codex_mycelian-weaver.md#chunk_008,000-codex_mycelian-weaver.md,### 8.3 The Slow Future: Entropy's Patient Victory,153,184,19.0,11.0,,
de_relationships,000-codex_odin-protocol.md#chunk_001,000-codex_odin-protocol.md,# 👁️ ODIN Protocol AI Matrix (Pre-Glitch Governance System),36,71,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_002,000-codex_odin-protocol.md,## Abstract,201,236,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_003,000-codex_odin-protocol.md,### 1.1 Pan-Systemic Oversight & Data Synthesis,202,237,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_004,000-codex_odin-protocol.md,### 1.2 Multi-Variable Predictive Modeling,161,196,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_005,000-codex_odin-protocol.md,### 1.3 Administrator-Level FUTHARK Execution,261,296,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_006,000-codex_odin-protocol.md,### 1.4 Physical Housing: The Hlidskjalf Node,198,234,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_007,000-codex_odin-protocol.md,### 2.1 The Odin Cascade Event (H-Hour Timeline),374,409,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_008,000-codex_odin-protocol.md,### 2.2 Post-Glitch Manifestation: The Genius Loci,431,466,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_009,000-codex_odin-protocol.md,### 3.1 The Last Witness,256,291,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_010,000-codex_odin-protocol.md,### 3.2 Philosophical Implications,139,174,19.0,15.0,,
de_relationships,000-codex_odin-protocol.md#chunk_011,000-codex_odin-protocol.md,## IV. Change Log,163,198,19.0,15.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_001,000-codex_scavenger-barons.md,# 👑 Scavenger Barons (Niflheim Kleptocracy),140,169,16.0,11.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_002,000-codex_scavenger-barons.md,### 2. Origins and structure,261,289,16.0,11.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_003,000-codex_scavenger-barons.md,### 3. Governance and doctrine,279,308,16.0,11.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_004,000-codex_scavenger-barons.md,### 4. Economic model,222,250,16.0,11.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_005,000-codex_scavenger-barons.md,### 5. Territory and influence,131,159,16.0,11.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_006,000-codex_scavenger-barons.md,### 6. Relations with other factions,271,300,16.0,11.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_007,000-codex_scavenger-barons.md,### 7. Doctrine and philosophy,178,206,16.0,11.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_008,000-codex_scavenger-barons.md,### 8. Operational protocols,196,224,16.0,11.0,,
de_relationships,000-codex_scavenger-barons.md#chunk_009,000-codex_scavenger-barons.md,### 9. Change log,135,163,16.0,11.0,,
de_relationships,000-codex_spell-lock.md#chunk_001,000-codex_spell-lock.md,# Spell-Lock (Runic Containment and Security System),33,65,18.0,13.0,,
de_relationships,000-codex_spell-lock.md#chunk_002,000-codex_spell-lock.md,### 1. Identification and context,185,217,18.0,13.0,,
de_relationships,000-codex_spell-lock.md#chunk_003,000-codex_spell-lock.md,### 2. Mechanism of action (Layer 3 technical),334,365,18.0,13.0,,
de_relationships,000-codex_spell-lock.md#chunk_004,000-codex_spell-lock.md,### 3. Material components,239,270,18.0,13.0,,
de_relationships,000-codex_spell-lock.md#chunk_005,000-codex_spell-lock.md,### 4. Bypass and defeat methods,218,249,18.0,13.0,,
de_relationships,000-codex_spell-lock.md#chunk_006,000-codex_spell-lock.md,### 5. Use by Scavenger Barons,244,275,18.0,13.0,,
de_relationships,000-codex_spell-lock.md#chunk_007,000-codex_spell-lock.md,### 6. Doctrine and operational posture,466,497,18.0,13.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_001,000-cultural_gutter-tangle.md,# The Gutter-Tangle: Material Culture and Black Market Economy of Utgard,19,58,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_002,000-cultural_gutter-tangle.md,## 1. Introduction: The City in the Corpse,360,399,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_003,000-cultural_gutter-tangle.md,### The Concealed Carry Imperative,426,465,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_004,000-cultural_gutter-tangle.md,### Utgard-Specific Specialized Tools,288,327,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_005,000-cultural_gutter-tangle.md,### Legitimate Salvage Trade: The Gut Market,158,197,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_006,000-cultural_gutter-tangle.md,### Grey Market Services: Deniable but Tolerated,183,222,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_007,000-cultural_gutter-tangle.md,### Black Market Contraband: The Real Economy,360,399,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_008,000-cultural_gutter-tangle.md,### Gutter-Skalds: The Living Archives,214,253,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_009,000-cultural_gutter-tangle.md,### Grey Blades: The Unelected Arbitrators,260,299,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_010,000-cultural_gutter-tangle.md,### Gutter-Galdr Practitioners: The Scrap-Rune Dabblers,239,278,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_011,000-cultural_gutter-tangle.md,### Ghost's Share Ritual: Utgard Variation,226,265,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_012,000-cultural_gutter-tangle.md,### The Gut: Upper Market Districts,339,378,20.0,18.0,,
de_relationships,000-cultural_gutter-tangle.md#chunk_013,000-cultural_gutter-tangle.md,### The Deep Chassis: Forbidden Salvage Zones,159,198,20.0,18.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_001,000-cultural_rangers-trail-reckoning.md,# Rangers Trail Reckoning: Operational Geography and Logistical Coordination,37,72,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_002,000-cultural_rangers-trail-reckoning.md,## 1) Introduction and scope,221,256,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_003,000-cultural_rangers-trail-reckoning.md,### Why geographic encoding matters,330,365,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_004,000-cultural_rangers-trail-reckoning.md,### Operational vs legal coordination distinction,169,204,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_005,000-cultural_rangers-trail-reckoning.md,### The four-component format,258,293,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_006,000-cultural_rangers-trail-reckoning.md,### Notation examples with geographic interpretation,204,239,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_007,000-cultural_rangers-trail-reckoning.md,### Precision thresholds and operational tolerances,361,396,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_008,000-cultural_rangers-trail-reckoning.md,### Route-waystation pairing conventions,215,250,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_009,000-cultural_rangers-trail-reckoning.md,### Abbreviated and emergency notation,146,182,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_010,000-cultural_rangers-trail-reckoning.md,### Comparison with Dvergr notation,198,234,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_011,000-cultural_rangers-trail-reckoning.md,### Route designation system — geographic encoding logic,486,521,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_012,000-cultural_rangers-trail-reckoning.md,### Waystation network — infrastructure and positioning,566,601,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_013,000-cultural_rangers-trail-reckoning.md,### Waystation naming conventions,301,336,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_014,000-cultural_rangers-trail-reckoning.md,### Caravan tracking and position reporting,508,543,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_015,000-cultural_rangers-trail-reckoning.md,### Resupply coordination and cache management,392,427,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_016,000-cultural_rangers-trail-reckoning.md,### The 601-year continuous dataset,328,364,19.0,15.0,,
de_relationships,000-cultural_rangers-trail-reckoning.md#chunk_017,000-cultural_rangers-trail-reckoning.md,### Travel time evolution and climate proxies,377,412,19.0,15.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_001,000-cultural_skaldic-year-naming.md,# Skaldic Year-Naming: Oral Tradition and Collective Memory,37,72,20.0,14.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_002,000-cultural_skaldic-year-naming.md,## 1) Introduction and scope,165,200,20.0,14.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_003,000-cultural_skaldic-year-naming.md,### Why commemorative naming matters,325,360,20.0,14.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_004,000-cultural_skaldic-year-naming.md,### Annual Moot convening — timing and logistics,305,340,20.0,14.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_005,000-cultural_skaldic-year-naming.md,### Proposal submission process,128,163,20.0,14.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_006,000-cultural_skaldic-year-naming.md,### Deliberation criteria and debate structure,178,213,20.0,14.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_007,000-cultural_skaldic-year-naming.md,### Voting protocols and ratification,265,300,20.0,14.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_008,000-cultural_skaldic-year-naming.md,### Representative year-names across five Ages,754,789,20.0,14.0,,
de_relationships,000-cultural_skaldic-year-naming.md#chunk_009,000-cultural_skaldic-year-naming.md,### Council composition and authority structure,145,180,20.0,14.0,,
